batch_id,gas_name,concentration_ppm,predicted_gas,correct,max_probability,probability_margin,pca_nearest_class,pca_gap_ratio,probability_boundary,pca_boundary,boundary_union,pca_x,pca_y
7,Acetone,100.0,Acetone,True,0.9999679152931569,0.999939978292131,Acetone,0.26869098783229717,False,False,False,-1.768403900709799,-0.7595916231069609
7,Acetone,10.0,Acetone,True,0.9999218315464924,0.9998691447913858,Ethanol,0.28371798526230485,False,False,False,7.310632786160466,-2.490371210681762
7,Acetaldehyde,100.0,Acetaldehyde,True,0.9966267909232064,0.9936138111566203,Acetaldehyde,0.0009195603469406222,False,True,True,-5.813304704949941,-3.623228404697298
7,Acetaldehyde,10.0,Acetaldehyde,True,0.9670622301478029,0.94711763343234,Toluene,0.07496505056501403,False,True,True,12.213509322623477,-1.1467176341822214
7,Acetone,200.0,Acetone,True,0.9998386616927915,0.9996905269637414,Acetone,0.21014582611711738,False,False,False,-9.625192954808936,0.19849778889528502
7,Acetone,20.0,Acetone,True,0.999984816756463,0.9999765789525235,Ethanol,0.6952697533165588,False,False,False,5.120293629182287,-2.2585838686224466
7,Acetaldehyde,250.0,Acetaldehyde,True,0.9997641345370967,0.9995282713853954,Acetaldehyde,0.012836160010168709,False,True,True,-20.961154435960868,-8.731476390252576
7,Acetaldehyde,110.0,Acetaldehyde,True,0.9997083456504507,0.9995317525400369,Acetaldehyde,0.5716746156395703,False,False,False,-2.4022997943928712,-4.577837798278858
7,Acetone,150.0,Acetone,True,0.999978527156943,0.9999579254588368,Acetone,0.35051670237791976,False,False,False,-6.912059591367254,-0.11241915585746225
7,Acetone,50.0,Acetone,True,0.9999489666765504,0.999928305553419,Ethanol,0.05217726931079082,False,True,True,2.410852712353857,-1.5006995431961876
7,Acetaldehyde,30.0,Acetaldehyde,True,0.9989115797036369,0.9979957894662612,Ethanol,0.33687218000932184,False,False,False,7.020688120655863,-2.736221873692443
7,Acetaldehyde,80.0,Acetaldehyde,True,0.9987965251497751,0.9981312426481936,Acetaldehyde,0.18729334426530547,False,False,False,0.6420385647426587,-3.735787607870704
7,Acetone,180.0,Acetone,True,0.9999384632264177,0.9998803742848336,Acetone,0.2992792175786719,False,False,False,-7.516054036642597,-0.24138065460336727
7,Acetone,80.0,Acetone,True,0.999940239889336,0.9999007584583843,Ethylene,0.14097267122216145,False,True,True,-0.32677748842132226,-1.0890830039205208
7,Acetaldehyde,20.0,Acetaldehyde,True,0.9968669751240734,0.9947127875918452,Ethanol,0.005948805985281295,False,True,True,9.529569631018465,-1.9394844149335821
7,Acetaldehyde,70.0,Acetaldehyde,True,0.999386579707259,0.9990114937216904,Ethanol,0.006890387543222076,False,True,True,1.8362174941064768,-3.90292233388354
7,Acetone,250.0,Acetone,True,0.9999748343229188,0.999951382382753,Acetone,0.1448420880957532,False,True,True,-12.010997158244443,0.1982542187081201
7,Acetone,210.0,Acetone,True,0.9998654300900599,0.9997451126983447,Acetone,0.20989969041332487,False,False,False,-9.611242840944076,0.1713446058495787
7,Acetaldehyde,150.0,Acetaldehyde,True,0.999998617501849,0.9999972434506865,Acetaldehyde,0.1896132044052369,False,False,False,-8.022507759941046,-8.48592368337365
7,Acetaldehyde,50.0,Acetaldehyde,True,0.9996242259919194,0.9993606347836805,Ethanol,0.43517280726779817,False,False,False,4.858730340696409,-3.6301041205454725
7,Acetone,230.0,Acetone,True,0.999989007882919,0.9999793427432598,Acetone,0.14737919164652263,False,True,True,-10.627721094970962,-0.8798403023332709
7,Acetone,120.0,Acetone,True,0.9998615100422391,0.9997726617386388,Acetone,0.5710832814578278,False,False,False,-3.310848561286358,-1.254893479216896
7,Acetaldehyde,210.0,Acetaldehyde,True,0.9999986888673811,0.9999974946581884,Acetaldehyde,0.4660529505158413,False,False,False,-4.242216373364691,-7.111051454375821
7,Acetaldehyde,190.0,Acetaldehyde,True,0.9999994214187874,0.9999988472408743,Acetaldehyde,0.16269895934504816,False,False,False,-8.952829882061215,-9.123709392864102
7,Acetone,90.0,Acetone,True,0.9999924642913355,0.9999878804622372,Acetone,0.12403051353930827,False,True,True,-1.2917334318856188,-1.7549562486405264
7,Acetone,170.0,Acetone,True,0.9999029994327308,0.9998322967903268,Acetone,0.2856223023036927,False,False,False,-6.869243405641273,-1.145492888165911
7,Acetaldehyde,80.0,Acetaldehyde,True,0.9997917600842491,0.9996285984378591,Ethanol,0.42882668789441064,False,False,False,5.7751585174020805,-3.5324065285543087
7,Acetaldehyde,230.0,Acetaldehyde,True,0.9999996686609526,0.9999993385927796,Acetaldehyde,0.10179920053673454,False,True,True,-11.547908736713358,-9.524708482413294
7,Acetone,240.0,Acetone,True,0.9999890936007034,0.9999796916970937,Acetone,0.13001128799203554,False,True,True,-11.16735125163331,-1.075141479726349
7,Acetone,60.0,Acetone,True,0.9999622358387353,0.9999422787944666,Ethylene,0.05633412585024668,False,True,True,1.5912400702451601,-2.058997774305506
7,Acetaldehyde,130.0,Acetaldehyde,True,0.9999987289101399,0.9999975094169489,Acetaldehyde,0.3303751249193502,False,False,False,-5.528149534766216,-7.416989417946798
7,Acetaldehyde,90.0,Acetaldehyde,True,0.9999084633679705,0.9998586069309617,Acetaldehyde,0.33632864654695577,False,False,False,0.6472287612839704,-4.792294228426668
7,Acetone,190.0,Acetone,True,0.9999899604916922,0.999980796106253,Acetone,0.20829310073102564,False,False,False,-8.132889649482403,-1.2735620274973747
7,Acetone,30.0,Acetone,True,0.9999772857335555,0.9999662346185083,Ethanol,0.5465097821846533,False,False,False,4.360950315047084,-2.4731821412077695
7,Acetaldehyde,160.0,Acetaldehyde,True,0.9999998056661392,0.9999996115245247,Acetaldehyde,0.15155233317340686,False,False,False,-9.64842440966632,-10.173268781340473
7,Acetaldehyde,240.0,Acetaldehyde,True,0.9999998113661911,0.9999996236865537,Acetaldehyde,0.08904587219742915,False,True,True,-12.179381376085889,-9.41131281223595
7,Acetone,220.0,Acetone,True,0.999991186424554,0.9999832874538637,Acetone,0.1486267482846154,False,True,True,-9.923151502377934,-1.3108043331861388
7,Acetone,110.0,Acetone,True,0.9999031300309092,0.9998389010058026,Acetone,0.4138650643520433,False,False,False,-2.5824522679500452,-1.5635658965098067
7,Acetaldehyde,220.0,Acetaldehyde,True,0.9999999660643795,0.9999999321480475,Acetaldehyde,0.08842781520247125,False,True,True,-13.20770992490668,-10.905371314471829
7,Acetaldehyde,60.0,Acetaldehyde,True,0.9998165512788167,0.9996961345997877,Ethanol,0.3350840224824182,False,False,False,3.778156322524971,-4.126230612230646
7,Acetone,130.0,Acetone,True,0.9999972237852073,0.999994708109601,Acetone,0.532667815606632,False,False,False,-4.416452618370062,-1.1635708514190743
7,Acetone,40.0,Acetone,True,0.9999779058434087,0.9999706035967281,Ethanol,0.23160467173635244,False,False,False,2.9631257960774646,-1.8083319438267884
7,Acetaldehyde,200.0,Acetaldehyde,True,0.9999998388027354,0.9999996776667825,Acetaldehyde,0.0977178373683417,False,True,True,-12.30758773960935,-10.410745171610385
7,Acetaldehyde,85.0,Acetaldehyde,True,0.9999978173274678,0.9999959720401767,Acetaldehyde,0.5122128359067285,False,False,False,-3.9025822790702325,-7.010142186359638
7,Acetone,70.0,Acetone,True,0.9999721135979408,0.9999575491139687,Ethylene,0.12804080041273144,False,True,True,0.22659971152064295,-1.9514633202120777
7,Acetaldehyde,210.0,Acetaldehyde,True,0.9999999842060088,0.999999968427793,Acetaldehyde,0.10435179335287101,False,True,True,-12.145467145640751,-10.87380399523521
7,Acetaldehyde,170.0,Acetaldehyde,True,0.9999992524728613,0.9999985128074397,Acetaldehyde,0.2196615338669473,False,False,False,-7.440838596581901,-8.953014015155178
7,Acetone,140.0,Acetone,True,0.9999932505321535,0.9999875045884893,Acetone,0.3785476967560011,False,False,False,-5.132930499275653,-1.5440154781507536
7,Acetone,160.0,Acetone,True,0.999891336991631,0.9998094049881548,Acetone,0.2972575775068502,False,False,False,-6.442093380679667,-1.3422876268955297
7,Acetaldehyde,180.0,Acetaldehyde,True,0.9999999548415792,0.9999999097218664,Acetaldehyde,0.13559166455610971,False,True,True,-10.466966035664845,-10.73842623309487
7,Acetone,100.0,Acetone,True,0.9999895451358346,0.9999828098126675,Acetone,0.28011359486822635,False,False,False,-1.9799404038161514,-1.6568942438100547
7,Acetone,10.0,Acetone,True,0.9998849288720317,0.9997917919954254,Ethanol,0.3142875229541952,False,False,False,7.143088502770077,-2.885813620088375
7,Acetaldehyde,10.0,Acetaldehyde,True,0.9999985507280799,0.9999975137894758,Acetaldehyde,0.7945270665620628,False,False,False,-1.575050123124615,-6.400314307329459
7,Acetone,200.0,Acetone,True,0.999998036334037,0.9999962921471339,Acetone,0.1592279697646767,False,False,False,-9.19463448699632,-1.4994637264567339
7,Acetone,20.0,Acetone,True,0.9999486164472816,0.9999177078712748,Ethanol,0.5694611895952406,False,False,False,5.6261740693620155,-2.710121061989745
7,Acetaldehyde,250.0,Acetaldehyde,True,0.9999999961209105,0.99999999224473,Acetaldehyde,0.08144584055140694,False,True,True,-13.978634224434856,-11.298177214657333
7,Acetaldehyde,110.0,Acetaldehyde,True,0.9999888626401306,0.9999825876439057,Acetaldehyde,0.6333906487278441,False,False,False,-0.5926304490830527,-5.716216310747017
7,Acetone,150.0,Acetone,True,0.9999921660669223,0.9999856251974413,Acetone,0.30862803830661734,False,False,False,-5.827048038424239,-1.62368579769239
7,Acetone,50.0,Acetone,True,0.9999758732032684,0.9999631120925181,Ethanol,0.08893486089044797,False,True,True,2.2219249783055686,-2.277804263240984
7,Acetaldehyde,30.0,Acetaldehyde,True,0.9995797784994477,0.9992281461411099,Ethanol,0.23817651493933764,False,False,False,7.675230146137336,-2.970753565565068
7,Acetaldehyde,110.0,Acetaldehyde,True,0.9999106724925465,0.9998556312997031,Acetaldehyde,0.10948574022219504,False,True,True,1.6957144728964466,-4.694224872051201
7,Acetone,180.0,Acetone,True,0.9999922484466781,0.9999855076419303,Acetone,0.2120398606532774,False,False,False,-7.795163878389002,-1.4388381565916704
7,Acetone,80.0,Acetone,True,0.999953587333092,0.9999292425016647,Ethylene,0.039239001166159256,False,True,True,-0.4441558541476427,-1.8444609473478637
7,Acetaldehyde,20.0,Acetaldehyde,True,0.9984306191560035,0.9972286122767818,Ethanol,0.010136663068511785,False,True,True,9.833765628802817,-2.1670381249154915
7,Acetaldehyde,70.0,Acetaldehyde,True,0.9998310850210315,0.9997140967090394,Ethanol,0.1323712906976498,False,True,True,2.711017040684206,-4.293054603877773
7,Acetone,250.0,Acetone,True,0.9999931152561671,0.9999875556688458,Acetone,0.1106379534189221,False,True,True,-12.058756881837128,-1.236294248982807
7,Acetone,210.0,Acetone,True,0.9998859129825056,0.9997996072809582,Acetone,0.1712528401849058,False,False,False,-9.321431691452844,-1.1647785321575574
7,Acetaldehyde,150.0,Acetaldehyde,True,0.9999997771383365,0.999999557042677,Acetaldehyde,0.24228727631710323,False,False,False,-6.95244179000445,-8.830286133415726
7,Acetaldehyde,50.0,Acetaldehyde,True,0.9997104871389082,0.9994956974052099,Ethanol,0.4317361841754512,False,False,False,5.357125820140045,-3.649390119768341
7,Acetone,230.0,Acetone,True,0.9999958418443516,0.9999922484162584,Acetone,0.13243556437792872,False,True,True,-10.799533301376892,-1.225221532398012
7,Acetone,120.0,Acetone,True,0.9998677997380079,0.9997830307585026,Acetone,0.5280276213571828,False,False,False,-3.449238316986063,-1.4336162592591706
7,Acetaldehyde,120.0,Acetaldehyde,True,0.9999993398863168,0.9999987819277764,Acetaldehyde,0.5587819130180107,False,False,False,-3.5130574712517495,-7.097980627463731
7,Acetaldehyde,180.0,Acetaldehyde,True,0.9999997845261128,0.9999995721617713,Acetaldehyde,0.18711676899014298,False,False,False,-8.264521797217116,-9.13984296864516
7,Acetone,90.0,Acetone,True,0.9999936913814399,0.9999898416249956,Acetone,0.1241977022996748,False,True,True,-1.292057843127546,-1.824642596681254
7,Acetone,170.0,Acetone,True,0.9999152711670397,0.9998533249998542,Acetone,0.24827734808164906,False,False,False,-7.101684476413539,-1.416042497546431
7,Acetaldehyde,40.0,Acetaldehyde,True,0.9997505360004227,0.9995461917118192,Ethanol,0.41062820955439594,False,False,False,6.16018123059019,-3.4278252307371027
7,Acetaldehyde,230.0,Acetaldehyde,True,0.9999998906595189,0.9999997819823848,Acetaldehyde,0.11720907214200828,False,True,True,-10.890387855739144,-9.695418145653454
7,Acetone,240.0,Acetone,True,0.9999946377305269,0.9999900685331703,Acetone,0.12292354242868789,False,True,True,-11.36357291521481,-1.1933230777376314
7,Acetone,60.0,Acetone,True,0.9999228574359417,0.9998829267069871,Ethylene,0.051259503146530716,False,True,True,1.7056883409429697,-1.9307998195329048
7,Acetaldehyde,10.0,Acetaldehyde,True,0.9999996621252965,0.9999993594759502,Acetaldehyde,0.432603818465342,False,False,False,-4.462592116420653,-7.477241892745799
7,Acetaldehyde,90.0,Acetaldehyde,True,0.9999364836054032,0.9998948879505515,Acetaldehyde,0.17567112811903793,False,False,False,1.430845604406353,-4.819324357489671
7,Acetone,190.0,Acetone,True,0.9999870314233306,0.999975970250261,Acetone,0.18737110805328527,False,False,False,-8.479629582774272,-1.3974691468198648
7,Acetone,30.0,Acetone,True,0.9999263764816719,0.9998842082914865,Ethanol,0.6108888901610354,False,False,False,4.673029921909073,-2.3628753686166535
7,Acetaldehyde,160.0,Acetaldehyde,True,0.9999999227588836,0.9999998457285108,Acetaldehyde,0.17800324106815654,False,False,False,-8.692696747605293,-9.980571382475288
7,Acetaldehyde,70.0,Acetaldehyde,True,0.9999999136371226,0.9999998281519826,Acetaldehyde,0.11095897028506863,False,True,True,-11.046253260296409,-9.446822052522892
7,Acetone,220.0,Acetone,True,0.9999922381207932,0.9999855269883345,Acetone,0.14319706147827377,False,True,True,-10.115499966146064,-1.3330114263554502
7,Acetone,110.0,Acetone,True,0.9998131528927817,0.9997002162971269,Acetone,0.43681589599049214,False,False,False,-2.682586826465542,-1.5297130479221888
7,Acetaldehyde,220.0,Acetaldehyde,True,0.999999983925892,0.999999967867557,Acetaldehyde,0.10109617219438301,False,True,True,-12.351986739409627,-10.888733716353608
7,Acetaldehyde,60.0,Acetaldehyde,True,0.9997665370272244,0.9995917020560382,Ethanol,0.39446756948610606,False,False,False,4.374001204381747,-3.9002334621073413
7,Acetone,130.0,Acetone,True,0.9999967761448851,0.9999943729226157,Acetone,0.4757671631920913,False,False,False,-5.012327918717619,-1.053593951859332
7,Acetone,40.0,Acetone,True,0.9999446492689835,0.9999121136893172,Ethanol,0.37182795891824055,False,False,False,3.416394308626169,-2.231105003937082
7,Acetaldehyde,200.0,Acetaldehyde,True,0.9999999834272508,0.9999999668729659,Acetaldehyde,0.1196737493089193,False,True,True,-11.265016536450345,-10.815229188932353
7,Acetaldehyde,140.0,Acetaldehyde,True,0.9999980472630925,0.9999966138770938,Acetaldehyde,0.6419442868762751,False,False,False,-3.167067580286803,-6.632946440177003
7,Acetone,70.0,Acetone,True,0.9999178561705496,0.999872187486295,Ethylene,0.18288345285406513,False,False,False,0.5875828094695884,-1.8098789695559554
7,Acetaldehyde,210.0,Acetaldehyde,True,0.9999999907588556,0.9999999815303886,Acetaldehyde,0.11283805866015192,False,True,True,-11.679159056980872,-10.93219956103783
7,Acetaldehyde,170.0,Acetaldehyde,True,0.9999995181278568,0.9999990461302752,Acetaldehyde,0.24445382308478675,False,False,False,-6.902745467957433,-8.726879720111885
7,Acetone,140.0,Acetone,True,0.9999917778358649,0.9999851511136186,Acetone,0.39020818606394114,False,False,False,-4.998743682658497,-1.546950860608371
7,Acetone,160.0,Acetone,True,0.9999029636010228,0.9998351160739851,Acetone,0.3128581224346809,False,False,False,-6.173487064028386,-1.3835544585166017
7,Acetaldehyde,180.0,Acetaldehyde,True,0.9999999616066381,0.9999999232693013,Acetaldehyde,0.15238584383991782,False,False,False,-9.701219371570918,-10.523463871661287
7,Acetone,100.0,Acetone,True,0.9999809224275465,0.999970105176465,Acetone,0.24762700969052767,False,False,False,-1.8143054353834942,-1.5779757336242397
7,Acetone,10.0,Acetone,True,0.999629327750137,0.9993371548230399,Ethanol,0.2566029894255751,False,False,False,7.515337881088671,-2.75765882492481
7,Acetaldehyde,100.0,Acetaldehyde,True,0.9999976905165768,0.9999963642606291,Acetaldehyde,0.6962741669449789,False,False,False,-0.872827165081707,-5.930264889992343
7,Acetone,200.0,Acetone,True,0.9999971663843115,0.9999946685203239,Acetone,0.16403226509736332,False,False,False,-9.136944389724214,-1.43539543958319
7,Acetone,20.0,Acetone,True,0.9998482454488491,0.999760948080695,Ethanol,0.5612932739841539,False,False,False,5.93167911313059,-2.5440946802621105
7,Acetaldehyde,250.0,Acetaldehyde,True,0.9999999972665345,0.9999999945370831,Acetaldehyde,0.09109877953317398,False,True,True,-13.125241968633862,-11.096140442749022
7,Acetaldehyde,110.0,Acetaldehyde,True,0.9999816428458683,0.9999714946828696,Acetaldehyde,0.5030358526976982,False,False,False,0.030895477474290382,-5.358359315113953
7,Acetone,150.0,Acetone,True,0.9999923489821048,0.9999860358813487,Acetone,0.30883233369230445,False,False,False,-5.843459952873729,-1.6135280754074952
7,Acetone,50.0,Acetone,True,0.9999382494428628,0.999901018182581,Ethanol,0.15557003604486044,False,False,False,2.5772524429753143,-2.1155326795310976
7,Acetaldehyde,30.0,Acetaldehyde,True,0.9994802261889018,0.9990410176475523,Ethanol,0.1977935729543027,False,False,False,7.968338185227741,-2.8321830787149955
7,Acetaldehyde,80.0,Acetaldehyde,True,0.9998966682748524,0.9998261674876996,Ethanol,0.022831663516181752,False,True,True,2.2426163794132643,-4.469033628431038
7,Acetone,180.0,Acetone,True,0.9999875277993872,0.9999771173153217,Acetone,0.20852006770214232,False,False,False,-7.738503471587617,-1.5227587854451026
7,Acetone,80.0,Acetone,True,0.9998794275707615,0.9998041229519414,Ethylene,0.15088178053542398,False,False,False,-0.5421339953981102,-0.6739844232580403
7,Acetaldehyde,20.0,Acetaldehyde,True,0.9982341748144501,0.9969130012389771,Toluene,0.0014927644248277916,False,True,True,10.001290080073717,-2.0862987924486873
7,Acetaldehyde,70.0,Acetaldehyde,True,0.999639023548676,0.9993739516444453,Ethanol,0.268929202459074,False,False,False,3.1737800555933893,-3.8882378220273854
7,Acetone,250.0,Acetone,True,0.9999925357347301,0.9999854077422896,Acetone,0.14048055849769644,False,True,True,-12.26182248384585,0.22677032050311266
